#start
#stop
# omega	 amplitude	 phase
511.137	2.72915e-05	-0.436633
511.294	2.66108e-05	-2.05094
511.451	2.62954e-05	2.58302
511.608	2.6927e-05	0.945898
511.765	2.72984e-05	-0.656026
511.923	2.67145e-05	-2.26471
512.08	2.62449e-05	2.37329
512.237	2.67596e-05	0.730362
512.394	2.72705e-05	-0.876312
512.551	2.68306e-05	-2.48052
512.708	2.62518e-05	2.16324
512.865	2.66135e-05	0.516463
513.022	2.72137e-05	-1.09587
513.179	2.69338e-05	-2.69734
513.336	2.62938e-05	1.9527
513.493	2.64916e-05	0.303955
513.65	2.71339e-05	-1.31413
513.807	2.70042e-05	-2.9142
513.965	2.63245e-05	1.74171
514.122	2.63527e-05	0.0913319
514.279	2.70278e-05	-1.53361
514.436	2.7094e-05	-3.13339
514.593	2.64382e-05	1.53004
514.75	2.6272e-05	-0.118464
514.907	2.68823e-05	-1.75004
515.064	2.71032e-05	2.93069
515.221	2.65255e-05	1.3162
515.378	2.62206e-05	-0.329296
515.535	2.67503e-05	-1.96605
515.692	2.71016e-05	2.71144
515.85	2.66237e-05	1.10146
516.007	2.62053e-05	-0.539974
516.164	2.66301e-05	-2.18078
516.321	2.70826e-05	2.49296
516.478	2.6712e-05	0.886791
516.635	2.61869e-05	-0.749987
516.792	2.64708e-05	-2.39471
516.949	2.70046e-05	2.27332
517.106	2.67921e-05	0.669113
517.263	2.62335e-05	-0.961935
517.42	2.63782e-05	-2.60776
517.577	2.69419e-05	2.0554
517.734	2.68614e-05	0.452322
517.892	2.62753e-05	-1.17339
518.049	2.62697e-05	-2.82012
518.206	2.68482e-05	1.83718
518.363	2.69303e-05	0.234086
518.52	2.63663e-05	-1.38528
518.677	2.61929e-05	-3.03031
518.834	2.67089e-05	1.62121
518.991	2.69205e-05	0.0155045
519.148	2.6426e-05	-1.59962
519.305	2.61406e-05	3.04088
519.462	2.65987e-05	1.40467
519.619	2.69354e-05	-0.203525
519.777	2.65279e-05	-1.81401
519.934	2.61258e-05	2.83046
520.091	2.64727e-05	1.19028
520.248	2.68994e-05	-0.422072
520.405	2.66057e-05	-2.02956
520.562	2.61266e-05	2.61944
520.719	2.63497e-05	0.97643
520.876	2.68402e-05	-0.640683
521.033	2.66776e-05	-2.24626
521.19	2.61566e-05	2.4078
521.347	2.62462e-05	0.763309
521.504	2.67716e-05	-0.858848
521.661	2.675e-05	-2.46338
521.819	2.62124e-05	2.19645
521.976	2.6141e-05	0.551898
522.133	2.66477e-05	-1.07632
522.29	2.67764e-05	-2.68234
522.447	2.6297e-05	1.98262
522.604	2.61043e-05	0.340591
522.761	2.65465e-05	-1.29165
522.918	2.67684e-05	-2.89985
523.075	2.63411e-05	1.7685
523.232	2.60516e-05	0.128299
523.389	2.64438e-05	-1.50801
523.546	2.67762e-05	-3.11848
523.703	2.64274e-05	1.55393
523.861	2.60367e-05	-0.0827229
524.018	2.63295e-05	-1.72253
524.175	2.67406e-05	2.94637
524.332	2.6496e-05	1.3381
524.489	2.60453e-05	-0.294563
524.646	2.62368e-05	-1.93661
524.803	2.67061e-05	2.72855
524.96	2.6568e-05	1.12246
525.117	2.60628e-05	-0.505657
525.274	2.61252e-05	-2.14947
525.431	2.66267e-05	2.51075
525.588	2.66174e-05	0.90543
525.746	2.60994e-05	-0.717737
525.903	2.60268e-05	-2.36183
526.06	2.65236e-05	2.29318
526.217	2.66465e-05	0.687068
526.374	2.61632e-05	-0.931486
526.531	2.59791e-05	-2.57418
526.688	2.64451e-05	2.07679
526.845	2.6675e-05	0.469636
527.002	2.62252e-05	-1.14463
527.159	2.59215e-05	-2.78569
527.316	2.63366e-05	1.86065
527.473	2.66843e-05	0.25123
527.63	2.63094e-05	-1.35872
527.788	2.58964e-05	-2.99632
527.945	2.62125e-05	1.64626
528.102	2.664e-05	0.0330953
528.259	2.63601e-05	-1.57431
528.416	2.588e-05	3.07473
528.573	2.61052e-05	1.43129
528.73	2.66054e-05	-0.185581
528.887	2.64342e-05	-1.79062
529.044	2.59022e-05	2.86277
529.201	2.60175e-05	1.21751
529.358	2.6564e-05	-0.403392
529.515	2.65035e-05	-2.00673
529.673	2.59306e-05	2.65126
529.83	2.59192e-05	1.00464
529.987	2.64934e-05	-0.621094
530.144	2.65609e-05	-2.22367
530.301	2.59759e-05	2.43938
530.458	2.5828e-05	0.792555
530.615	2.64004e-05	-0.838341
530.772	2.65995e-05	-2.44118
530.929	2.60267e-05	2.22698
531.086	2.57349e-05	0.580764
531.243	2.62823e-05	-1.05599
531.4	2.66349e-05	-2.66043
531.557	2.61281e-05	2.01338
531.715	2.5695e-05	0.370396
531.872	2.61519e-05	-1.27134
532.029	2.66164e-05	-2.87926
532.186	2.62029e-05	1.79829
532.343	2.56744e-05	0.158792
532.5	2.60462e-05	-1.48681
532.657	2.66142e-05	-3.09797
532.814	2.62993e-05	1.58355
532.971	2.56658e-05	-0.0514883
533.128	2.59117e-05	-1.70103
533.285	2.65697e-05	2.966
533.442	2.63953e-05	1.36722
533.6	2.5697e-05	-0.262077
533.757	2.57918e-05	-1.91382
533.914	2.64966e-05	2.74764
534.071	2.64661e-05	1.15032
534.228	2.57328e-05	-0.473296
534.385	2.56735e-05	-2.12642
534.542	2.6409e-05	2.52896
534.699	2.65428e-05	0.93238
534.856	2.58054e-05	-0.684633
535.013	2.55681e-05	-2.33741
535.17	2.62829e-05	2.31125
535.327	2.65811e-05	0.713485
535.484	2.58842e-05	-0.897435
535.642	2.54813e-05	-2.54857
535.799	2.61489e-05	2.09332
535.956	2.66237e-05	0.493045
536.113	2.60249e-05	-1.11152
536.27	2.5472e-05	-2.75801
536.427	2.60242e-05	1.87887
536.584	2.66117e-05	0.274802
536.741	2.61066e-05	-1.32543
536.898	2.5424e-05	-2.96804
537.055	2.58637e-05	1.66332
537.212	2.65843e-05	0.054399
537.369	2.62264e-05	-1.54144
537.527	2.54403e-05	3.10532
537.684	2.57199e-05	1.44965
537.841	2.653e-05	-0.16531
537.998	2.63387e-05	-1.75818
538.155	2.54835e-05	2.89556
538.312	2.5575e-05	1.2375
538.469	2.64307e-05	-0.3846
538.626	2.64225e-05	-1.97643
538.783	2.55519e-05	2.68435
538.94	2.54618e-05	1.02571
539.097	2.6332e-05	-0.603329
539.254	2.65085e-05	-2.19488
539.411	2.56463e-05	2.47343
539.569	2.535e-05	0.815712
539.726	2.61826e-05	-0.821239
539.883	2.65519e-05	-2.41481
540.04	2.5762e-05	2.26059
540.197	2.52812e-05	0.606157
540.354	2.60252e-05	-1.03779
540.511	2.65592e-05	-2.63496
540.668	2.58758e-05	2.04628
540.825	2.52429e-05	0.396206
540.982	2.58779e-05	-1.25383
541.139	2.65648e-05	-2.8553
541.296	2.60148e-05	1.83158
541.453	2.52357e-05	0.187584
541.611	2.57062e-05	-1.46797
541.768	2.65151e-05	-3.0758
541.925	2.61415e-05	1.61503
542.082	2.52664e-05	-0.0216205
542.239	2.55428e-05	-1.68086
542.396	2.64311e-05	2.98696
542.553	2.62632e-05	1.39674
542.71	2.5353e-05	-0.23157
542.867	2.5417e-05	-1.89164
543.024	2.6314e-05	2.76848
543.181	2.63358e-05	1.1782
543.338	2.5437e-05	-0.442724
543.496	2.53053e-05	-2.10212
543.653	2.61754e-05	2.55064
543.81	2.63738e-05	0.958925
543.967	2.55183e-05	-0.65547
544.124	2.52114e-05	-2.31341
544.281	2.60472e-05	2.33201
544.438	2.64449e-05	0.738325
544.595	2.5679e-05	-0.868294
544.752	2.51781e-05	-2.52141
544.909	2.58828e-05	2.11731
545.066	2.64233e-05	0.518876
545.223	2.57794e-05	-1.08264
545.38	2.51341e-05	-2.73078
545.538	2.57002e-05	1.90186
545.695	2.63811e-05	0.297415
545.852	2.59168e-05	-1.29979
546.009	2.51813e-05	-2.94052
546.166	2.55671e-05	1.68906
546.323	2.63144e-05	0.0781727
546.48	2.60163e-05	-1.51681
546.637	2.52247e-05	3.13244
546.794	2.54311e-05	1.47658
546.951	2.6227e-05	-0.141352
547.108	2.61205e-05	-1.7351
547.265	2.53154e-05	2.92209
547.423	2.53134e-05	1.2664
547.58	2.6085e-05	-0.359243
547.737	2.61603e-05	-1.95457
547.894	2.54067e-05	2.70922
548.051	2.52363e-05	1.05552
548.208	2.59566e-05	-0.576762
548.365	2.62012e-05	-2.17457
548.522	2.55363e-05	2.49557
548.679	2.52125e-05	0.84604
548.836	2.58272e-05	-0.79158
548.993	2.6192e-05	-2.39313
549.15	2.56233e-05	2.28161
549.307	2.51686e-05	0.636143
549.465	2.56671e-05	-1.00689
549.622	2.61581e-05	-2.61355
549.779	2.57416e-05	2.06532
549.936	2.51956e-05	0.426315
550.093	2.55285e-05	-1.21981
550.25	2.60805e-05	-2.8327
550.407	2.58236e-05	1.84795
550.564	2.52377e-05	0.215262
550.721	2.54061e-05	-1.4324
550.878	2.59874e-05	-3.05184
551.035	2.5906e-05	1.62919
551.192	2.53313e-05	0.00350043
551.35	2.5325e-05	-1.64308
551.507	2.58661e-05	3.01426
551.664	2.59365e-05	1.41012
551.821	2.54244e-05	-0.210016
551.978	2.5282e-05	-1.85393
552.135	2.57548e-05	2.79834
552.292	2.59495e-05	1.19145
552.449	2.55189e-05	-0.423921
552.606	2.52558e-05	-2.06412
552.763	2.5626e-05	2.58377
552.92	2.59166e-05	0.972825
553.077	2.55912e-05	-0.639187
553.234	2.52402e-05	-2.27518
553.392	2.54968e-05	2.36908
553.549	2.58741e-05	0.75322
553.706	2.56915e-05	-0.856016
553.863	2.52865e-05	-2.48598
554.02	2.5389e-05	2.15676
554.177	2.57911e-05	0.535102
554.334	2.57541e-05	-1.07357
554.491	2.53418e-05	-2.69774
554.648	2.52916e-05	1.94495
554.805	2.56834e-05	0.317136
554.962	2.58051e-05	-1.29263
555.119	2.54429e-05	-2.9107
555.277	2.52441e-05	1.7347
555.434	2.55564e-05	0.101595
555.591	2.57958e-05	-1.51142
555.748	2.55189e-05	-3.12534
555.905	2.52149e-05	1.52342
556.062	2.54392e-05	-0.113987
556.219	2.57876e-05	-1.73083
556.376	2.56268e-05	2.94241
556.533	2.52327e-05	1.3132
556.69	2.53184e-05	-0.327212
556.847	2.57282e-05	-1.94946
557.004	2.5707e-05	2.72573
557.161	2.52724e-05	1.10219
557.319	2.521e-05	-0.539479
557.476	2.56406e-05	-2.16748
557.633	2.57628e-05	2.50815
557.79	2.53233e-05	0.890238
557.947	2.51125e-05	-0.751506
558.104	2.55406e-05	-2.38559
558.261	2.58229e-05	2.28956
558.418	2.54119e-05	0.678247
558.575	2.50217e-05	-0.961593
558.732	2.53783e-05	-2.60297
558.889	2.58317e-05	2.06831
559.046	2.55474e-05	0.462624
559.203	2.50392e-05	-1.17183
559.361	2.52711e-05	-2.81724
559.518	2.58219e-05	1.8497
559.675	2.56512e-05	0.247989
559.832	2.50354e-05	-1.38131
559.989	2.51207e-05	-3.03096
560.146	2.57644e-05	1.62983
560.303	2.57611e-05	0.0310261
560.46	2.50875e-05	-1.59129
560.617	2.49934e-05	3.04044
560.774	2.56719e-05	1.41123
560.931	2.58372e-05	-0.186461
561.088	2.51381e-05	-1.80183
561.246	2.48498e-05	2.82901
561.403	2.55349e-05	1.19155
561.56	2.59095e-05	-0.406955
561.717	2.52618e-05	-2.01445
561.874	2.47802e-05	2.61901
562.031	2.54e-05	0.97404
562.188	2.596e-05	-0.627253
562.345	2.54074e-05	-2.22758
562.502	2.47448e-05	2.41065
562.659	2.52373e-05	0.758872
562.816	2.59491e-05	-0.847367
562.973	2.55314e-05	-2.44219
563.13	2.47254e-05	2.20196
563.288	2.50596e-05	0.544366
563.445	2.59014e-05	-1.06832
563.602	2.56603e-05	-2.65885
563.759	2.47541e-05	1.99277
563.916	2.48961e-05	0.331203
564.073	2.58259e-05	-1.2891
564.23	2.57873e-05	-2.87697
564.387	2.48292e-05	1.78307
564.544	2.4756e-05	0.119687
564.701	2.57247e-05	-1.50899
564.858	2.59013e-05	-3.09586
565.015	2.49362e-05	1.57313
565.173	2.46265e-05	-0.0899558
565.33	2.55752e-05	-1.72794
565.487	2.59772e-05	2.96692
565.644	2.50749e-05	1.36144
565.801	2.45418e-05	-0.298384
565.958	2.54025e-05	-1.94495
566.115	2.59978e-05	2.74625
566.272	2.52015e-05	1.14779
566.429	2.44866e-05	-0.507594
566.586	2.52419e-05	-2.16172
566.743	2.60232e-05	2.52524
566.9	2.53605e-05	0.933981
567.057	2.44559e-05	-0.714863
567.215	2.50328e-05	-2.37657
567.372	2.59753e-05	2.30304
567.529	2.55185e-05	0.716796
567.686	2.45038e-05	-0.92335
567.843	2.48705e-05	-2.58919
568	2.5902e-05	2.08272
568.157	2.56395e-05	0.49948
568.314	2.45478e-05	-1.13253
568.471	2.47023e-05	-2.80184
568.628	2.58128e-05	1.86144
568.785	2.57843e-05	0.280362
568.942	2.46635e-05	-1.34172
569.1	2.45659e-05	-3.01152
569.257	2.56777e-05	1.64226
569.414	2.58782e-05	0.0607646
569.571	2.47837e-05	-1.55203
569.728	2.44396e-05	3.06286
569.885	2.55024e-05	1.42367
570.042	2.59335e-05	-0.160447
570.199	2.49314e-05	-1.76452
570.356	2.43644e-05	2.85471
570.513	2.53151e-05	1.20676
570.67	2.59424e-05	-0.382093
570.827	2.50809e-05	-1.97928
570.984	2.43446e-05	2.64597
571.142	2.51557e-05	0.991296
571.299	2.59387e-05	-0.602803
571.456	2.52249e-05	-2.19419
571.613	2.43371e-05	2.4377
571.77	2.49804e-05	0.77682
571.927	2.59014e-05	-0.823906
572.084	2.5372e-05	-2.41058
572.241	2.43712e-05	2.22944
572.398	2.48092e-05	0.56418
572.555	2.58183e-05	-1.04437
572.712	2.54869e-05	-2.62842
572.869	2.44257e-05	2.01969
573.027	2.4663e-05	0.351692
573.184	2.57375e-05	-1.26476
573.341	2.56184e-05	-2.84679
573.498	2.45228e-05	1.8106
573.655	2.45184e-05	0.141817
573.812	2.55932e-05	-1.4839
573.969	2.56935e-05	-3.06671
574.126	2.46337e-05	1.59921
574.283	2.44126e-05	-0.0679749
574.44	2.54445e-05	-1.70225
574.597	2.575e-05	2.99591
574.754	2.47687e-05	1.38658
574.911	2.43483e-05	-0.276871
575.069	2.52859e-05	-1.91881
575.226	2.57627e-05	2.77551
575.383	2.48908e-05	1.17243
575.54	2.43131e-05	-0.486432
575.697	2.51442e-05	-2.1347
575.854	2.57693e-05	2.55557
576.011	2.50106e-05	0.958239
576.168	2.42775e-05	-0.695563
576.325	2.49781e-05	-2.35048
576.482	2.57587e-05	2.33419
576.639	2.51689e-05	0.742336
576.796	2.43091e-05	-0.903668
576.953	2.48139e-05	-2.56319
577.111	2.56831e-05	2.11408
577.268	2.52788e-05	0.524861
577.425	2.4359e-05	-1.11358
577.582	2.46791e-05	-2.77562
577.739	2.56029e-05	1.89451
577.896	2.53824e-05	0.306914
578.053	2.44325e-05	-1.3238
578.21	2.45592e-05	-2.98685
578.367	2.54993e-05	1.67589
578.524	2.54607e-05	0.0885252
578.681	2.45149e-05	-1.53465
578.838	2.44471e-05	3.08597
578.996	2.53625e-05	1.45799
579.153	2.54958e-05	-0.130817
579.31	2.45915e-05	-1.74751
579.467	2.43563e-05	2.87446
579.624	2.52413e-05	1.23928
579.781	2.55606e-05	-0.351421
579.938	2.47364e-05	-1.96078
580.095	2.43267e-05	2.66532
580.252	2.51116e-05	1.02378
580.409	2.55722e-05	-0.570624
580.566	2.48463e-05	-2.17446
580.723	2.42898e-05	2.45607
580.88	2.49579e-05	0.808566
581.038	2.55488e-05	-0.790685
581.195	2.49547e-05	-2.39001
581.352	2.42873e-05	2.24603
581.509	2.48234e-05	0.593866
581.666	2.55257e-05	-1.01067
581.823	2.50823e-05	-2.60586
581.98	2.43166e-05	2.03719
582.137	2.46693e-05	0.381516
582.294	2.5431e-05	-1.23021
582.451	2.51607e-05	-2.82402
582.608	2.43697e-05	1.82567
582.765	2.45653e-05	0.168697
582.923	2.53624e-05	-1.44925
583.08	2.52583e-05	-3.04198
583.237	2.44559e-05	1.61494
583.394	2.44702e-05	-0.0418314
583.551	2.52488e-05	-1.66651
583.708	2.52959e-05	3.02295
583.865	2.45182e-05	1.40255
584.022	2.43804e-05	-0.253451
584.179	2.5139e-05	-1.88455
584.336	2.53489e-05	2.80365
584.493	2.46221e-05	1.18987
584.65	2.43168e-05	-0.463464
584.807	2.50001e-05	-2.10117
584.965	2.53593e-05	2.58356
585.122	2.47346e-05	0.975152
585.279	2.43045e-05	-0.673802
585.436	2.4887e-05	-2.31634
585.593	2.53602e-05	2.36459
585.75	2.48395e-05	0.760759
585.907	2.42896e-05	-0.88333
586.064	2.47407e-05	-2.53064
586.221	2.53126e-05	2.14474
586.378	2.49387e-05	0.543983
586.535	2.43243e-05	-1.09409
586.692	2.4635e-05	-2.74389
586.85	2.5265e-05	1.9262
587.007	2.50274e-05	0.327724
587.164	2.43549e-05	-1.30425
587.321	2.45008e-05	-2.95628
587.478	2.51678e-05	1.70688
587.635	2.51062e-05	0.108893
587.792	2.44438e-05	-1.51601
587.949	2.4422e-05	3.11613
588.106	2.50555e-05	1.4899
588.263	2.51311e-05	-0.109655
588.42	2.45086e-05	-1.72943
588.577	2.43594e-05	2.90403
588.734	2.49666e-05	1.27236
588.892	2.51867e-05	-0.328511
589.049	2.46183e-05	-1.9421
589.206	2.43129e-05	2.69456
589.363	2.48247e-05	1.057
589.52	2.51662e-05	-0.548044
589.677	2.47068e-05	-2.15756
589.834	2.43068e-05	2.48343
589.991	2.47176e-05	0.84195
590.148	2.5155e-05	-0.767264
590.305	2.48152e-05	-2.37317
590.462	2.43354e-05	2.27334
590.619	2.46077e-05	0.629216
590.776	2.50934e-05	-0.985251
590.934	2.48787e-05	-2.58955
591.091	2.43591e-05	2.06211
591.248	2.4498e-05	0.416382
591.405	2.50114e-05	-1.20363
591.562	2.49346e-05	-2.80748
591.719	2.44163e-05	1.84964
591.876	2.44254e-05	0.204134
592.033	2.49304e-05	-1.42095
592.19	2.49772e-05	-3.02537
592.347	2.44809e-05	1.6368
592.504	2.43642e-05	-0.00754985
592.661	2.48347e-05	-1.63766
592.819	2.50003e-05	3.03943
592.976	2.45544e-05	1.42306
593.133	2.43223e-05	-0.218993
593.29	2.47314e-05	-1.85384
593.447	2.50095e-05	2.82034
593.604	2.46527e-05	1.20814
593.761	2.433e-05	-0.429815
593.918	2.46401e-05	-2.06779
594.075	2.49843e-05	2.60271
594.232	2.47166e-05	0.993101
594.389	2.43267e-05	-0.640988
594.546	2.45344e-05	-2.28167
594.703	2.49342e-05	2.38452
594.861	2.4776e-05	0.776713
595.018	2.43461e-05	-0.852822
595.175	2.44374e-05	-2.49508
595.332	2.4867e-05	2.16615
595.489	2.48358e-05	0.558892
595.646	2.44091e-05	-1.06555
595.803	2.43831e-05	-2.70731
595.96	2.47989e-05	1.94949
596.117	2.48745e-05	0.341631
596.274	2.44689e-05	-1.27831
596.431	2.43292e-05	-2.91879
596.588	2.47031e-05	1.73358
596.746	2.48768e-05	0.123762
596.903	2.45231e-05	-1.49253
597.06	2.4294e-05	-3.13085
597.217	2.4613e-05	1.51781
597.374	2.4875e-05	-0.0944937
597.531	2.45935e-05	-1.70743
597.688	2.42875e-05	2.94074
597.845	2.4522e-05	1.30338
598.002	2.48422e-05	-0.312356
598.159	2.46442e-05	-1.92334
598.316	2.42934e-05	2.7281
598.473	2.44513e-05	1.08875
598.63	2.48245e-05	-0.530195
598.788	2.47177e-05	-2.13903
598.945	2.43199e-05	2.51677
599.102	2.43611e-05	0.87599
599.259	2.47517e-05	-0.747766
599.416	2.47592e-05	-2.35658
599.573	2.4374e-05	2.30355
599.73	2.43181e-05	0.663512
599.887	2.46922e-05	-0.963831
600.044	2.47843e-05	-2.57315
600.201	2.44104e-05	2.09065
600.358	2.42549e-05	0.451295
600.515	2.45994e-05	-1.18029
600.673	2.47879e-05	-2.79142
600.83	2.44692e-05	1.8757
600.987	2.42444e-05	0.238498
601.144	2.4548e-05	-1.3958
601.301	2.4811e-05	-3.00829
601.458	2.45338e-05	1.66243
601.615	2.42119e-05	0.0277941
601.772	2.44315e-05	-1.61021
601.929	2.47625e-05	3.05664
602.086	2.4579e-05	1.44607
602.243	2.422e-05	-0.185095
602.4	2.43625e-05	-1.82471
602.557	2.47359e-05	2.83903
602.715	2.46352e-05	1.23014
602.872	2.42385e-05	-0.397307
603.029	2.42857e-05	-2.03827
603.186	2.4684e-05	2.62151
603.343	2.46812e-05	1.01326
603.5	2.42765e-05	-0.610189
603.657	2.4227e-05	-2.25133
603.814	2.46269e-05	2.40454
603.971	2.47197e-05	0.796161
604.128	2.43245e-05	-0.823388
604.285	2.41797e-05	-2.46404
604.442	2.45693e-05	2.18785
604.6	2.47671e-05	0.578941
604.757	2.43989e-05	-1.03588
604.914	2.41334e-05	-2.6745
605.071	2.44545e-05	1.97283
605.228	2.47423e-05	0.360796
605.385	2.44512e-05	-1.25104
605.542	2.41177e-05	-2.88668
605.699	2.43695e-05	1.75779
605.856	2.47258e-05	0.142912
606.013	2.45102e-05	-1.4662
606.17	2.4109e-05	-3.09842
606.327	2.42694e-05	1.54328
606.484	2.46833e-05	-0.0756542
606.642	2.4572e-05	-1.68302
606.799	2.41381e-05	2.97213
606.956	2.42014e-05	1.32928
607.113	2.46529e-05	-0.293708
607.27	2.46542e-05	-1.89968
607.427	2.42012e-05	2.76071
607.584	2.41342e-05	1.11795
607.741	2.4567e-05	-0.509856
607.898	2.46678e-05	-2.11676
608.055	2.42323e-05	2.54734
608.212	2.40704e-05	0.9049
608.369	2.44984e-05	-0.727272
608.526	2.4717e-05	-2.33473
608.684	2.4314e-05	2.33447
608.841	2.40281e-05	0.694162
608.998	2.43937e-05	-0.942743
609.155	2.47141e-05	-2.55285
609.312	2.43775e-05	2.1203
609.469	2.3989e-05	0.482896
609.626	2.42747e-05	-1.15855
609.783	2.47006e-05	-2.7726
609.94	2.44812e-05	1.90422
610.097	2.40217e-05	0.272191
610.254	2.41784e-05	-1.37143
610.411	2.46404e-05	-2.99031
610.569	2.45273e-05	1.68766
610.726	2.40369e-05	0.0597136
610.883	2.40942e-05	-1.58561
611.04	2.46016e-05	3.07432
611.197	2.46086e-05	1.4707
611.354	2.40903e-05	-0.151866
611.511	2.40139e-05	-1.79797
611.668	2.45355e-05	2.85649
611.825	2.46798e-05	1.25324
611.982	2.41637e-05	-0.363242
612.139	2.39287e-05	-2.00859
612.296	2.44136e-05	2.63933
612.453	2.47049e-05	1.03387
612.611	2.42584e-05	-0.577154
612.768	2.38992e-05	-2.21937
612.925	2.43117e-05	2.42365
613.082	2.4717e-05	0.815329
613.239	2.43469e-05	-0.790993
613.396	2.38673e-05	-2.42958
613.553	2.41828e-05	2.20835
613.71	2.47033e-05	0.595692
613.867	2.44539e-05	-1.00633
614.024	2.38761e-05	-2.63931
614.181	2.40493e-05	1.99486
614.338	2.46453e-05	0.376361
614.496	2.45393e-05	-1.22308
614.653	2.39017e-05	-2.84993
614.81	2.39178e-05	1.78171
614.967	2.45646e-05	0.156383
615.124	2.46309e-05	-1.44182
615.281	2.39813e-05	-3.06154
615.438	2.38273e-05	1.56983
615.595	2.44801e-05	-0.0625101
615.752	2.47219e-05	-1.66086
615.909	2.40964e-05	3.01006
616.066	2.3761e-05	1.35995
616.223	2.43699e-05	-0.279634
616.38	2.47835e-05	-1.87984
616.538	2.42182e-05	2.79848
616.695	2.36906e-05	1.15192
616.852	2.41938e-05	-0.495503
617.009	2.47723e-05	-2.1005
617.166	2.43345e-05	2.58383
617.323	2.36588e-05	0.942895
617.48	2.40189e-05	-0.711007
617.637	2.47411e-05	-2.32243
617.794	2.44816e-05	2.36679
617.951	2.3704e-05	0.733796
618.108	2.38755e-05	-0.924048
618.265	2.46835e-05	-2.54306
618.423	2.46176e-05	2.14914
618.58	2.37811e-05	0.524811
618.737	2.37366e-05	-1.13499
618.894	2.45771e-05	-2.76269
619.051	2.47161e-05	1.93021
619.208	2.38749e-05	0.314429
619.365	2.36178e-05	-1.3454
619.522	2.44567e-05	-2.98197
619.679	2.48122e-05	1.71048
619.836	2.40016e-05	0.104132
619.993	2.34972e-05	-1.55349
620.15	2.4261e-05	3.08259
620.307	2.48506e-05	1.48763
620.465	2.41779e-05	-0.110214
620.622	2.34823e-05	-1.76135
620.779	2.41001e-05	2.86723
620.936	2.48542e-05	1.26669
621.093	2.43271e-05	-0.324703
621.25	2.3467e-05	-1.96907
621.407	2.39167e-05	2.65235
621.564	2.483e-05	1.04475
621.721	2.44953e-05	-0.540743
621.878	2.34942e-05	-2.17599
622.035	2.37105e-05	2.43958
622.192	2.474e-05	0.822119
622.35	2.46552e-05	-0.759987
622.507	2.35943e-05	-2.38446
622.664	2.35515e-05	2.22882
622.821	2.46301e-05	0.600862
622.978	2.48059e-05	-0.979933
623.135	2.3738e-05	-2.59287
623.292	2.34029e-05	2.02106
623.449	2.44476e-05	0.381211
623.606	2.48897e-05	-1.20187
623.763	2.39048e-05	-2.80429
623.92	2.33119e-05	1.81371
624.077	2.42618e-05	0.163198
624.234	2.49449e-05	-1.42394
624.392	2.4084e-05	-3.01665
624.549	2.32409e-05	1.60763
624.706	2.40311e-05	-0.0536672
624.863	2.49469e-05	-1.64792
625.02	2.42925e-05	3.05092
625.177	2.32542e-05	1.40177
625.334	2.3813e-05	-0.267634
625.491	2.4899e-05	-1.87116
625.648	2.44882e-05	2.83359
625.805	2.33131e-05	1.19568
625.962	2.35969e-05	-0.479493
626.119	2.47994e-05	-2.09421
626.276	2.46711e-05	2.61409
626.434	2.34299e-05	0.988837
626.591	2.33992e-05	-0.688732
626.748	2.4638e-05	-2.31625
626.905	2.48116e-05	2.39221
627.062	2.35973e-05	0.779487
627.219	2.32612e-05	-0.896458
627.376	2.44609e-05	-2.53642
627.533	2.49237e-05	2.16982
627.69	2.37963e-05	0.569185
627.847	2.31543e-05	-1.10193
628.004	2.42304e-05	-2.75455
628.161	2.49673e-05	1.94606
628.319	2.40115e-05	0.355855
628.476	2.31126e-05	-1.30683
628.633	2.39872e-05	-2.97018
628.79	2.49453e-05	1.72215
628.947	2.42136e-05	0.139798
629.104	2.31239e-05	-1.51261
629.261	2.37551e-05	3.09885
629.418	2.48901e-05	1.49798
629.575	2.4426e-05	-0.0784397
629.732	2.3206e-05	-1.7185
629.889	2.35417e-05	2.88753
630.046	2.47855e-05	1.27477
630.203	2.46212e-05	-0.298485
630.361	2.33487e-05	-1.92506
630.518	2.33546e-05	2.67937
630.675	2.46168e-05	1.0535
630.832	2.47573e-05	-0.520095
630.989	2.35203e-05	-2.13376
631.146	2.3205e-05	2.47291
631.303	2.44011e-05	0.83401
631.46	2.48271e-05	-0.743097
631.617	2.37021e-05	-2.34549
631.774	2.31056e-05	2.26643
631.931	2.4176e-05	0.615554
632.088	2.48666e-05	-0.967371
632.246	2.39211e-05	-2.55973
632.403	2.3084e-05	2.0609
632.56	2.3952e-05	0.400041
632.717	2.48521e-05	-1.19119
632.874	2.41339e-05	-2.77604
633.031	2.31202e-05	1.85525
633.188	2.37386e-05	0.18704
633.345	2.47881e-05	-1.41415
633.502	2.43256e-05	-2.99391
633.659	2.31958e-05	1.64916
633.816	2.35257e-05	-0.0238458
633.973	2.46618e-05	-1.63682
634.13	2.44881e-05	3.0686
634.288	2.33366e-05	1.44088
634.445	2.3374e-05	-0.232625
634.602	2.45131e-05	-1.85714
634.759	2.4608e-05	2.84773
634.916	2.34898e-05	1.23153
635.073	2.32397e-05	-0.439971
635.23	2.43184e-05	-2.07629
635.387	2.4676e-05	2.62527
635.544	2.36652e-05	1.01952
635.701	2.31593e-05	-0.646793
635.858	2.41131e-05	-2.29379
636.015	2.47051e-05	2.40216
636.173	2.38604e-05	0.805468
636.33	2.31361e-05	-0.852729
